CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Household type including census family structure (11),a,Notes: Household type including census family structure (11),Dim: Household income statistics (3): Member ID: [1]: Total - Household income statistics (Note: 3),Dim: Household income statistics (3): Member ID: [2]: Median total income of households ($),Dim: Household income statistics (3): Member ID: [3]: Median after-tax income of households ($)
2016,9330287.1,2,287.1,2.8,0,933028710,Other census family households,10,2,115,124160,110080
2016,9330287.1,2,287.1,2.8,0,933028710,Non-census-family households,11,,80,40064,34432
2016,9330287.11,2,287.11,2.7,0,933028711,Total - Household type including census family structure,1,1,1770,94771,81385
2016,9330287.11,2,287.11,2.7,0,933028711,Census family households,2,,1505,105435,90982
2016,9330287.11,2,287.11,2.7,0,933028711,One-census-family households without additional persons,3,,1295,100544,87333
2016,9330287.11,2,287.11,2.7,0,933028711,One couple census family without other persons in the household,4,,1135,108032,92416
2016,9330287.11,2,287.11,2.7,0,933028711,Without children,5,,425,97152,83200
2016,9330287.11,2,287.11,2.7,0,933028711,With children,6,,715,116651,99482
2016,9330287.11,2,287.11,2.7,0,933028711,One lone-parent census family without other persons in the household,7,,160,60800,52224
2016,9330287.11,2,287.11,2.7,0,933028711,With a male lone parent,8,,20,0,0
2016,9330287.11,2,287.11,2.7,0,933028711,With a female lone parent,9,,140,54912,50560
2016,9330287.11,2,287.11,2.7,0,933028711,Other census family households,10,2,210,130688,114432
2016,9330287.11,2,287.11,2.7,0,933028711,Non-census-family households,11,,260,49920,42496
2016,9330287.12,2,287.12,2.6,0,933028712,Total - Household type including census family structure,1,1,1345,84261,74325
2016,9330287.12,2,287.12,2.6,0,933028712,Census family households,2,,1145,94336,81152
2016,9330287.12,2,287.12,2.6,0,933028712,One-census-family households without additional persons,3,,995,89600,76946
2016,9330287.12,2,287.12,2.6,0,933028712,One couple census family without other persons in the household,4,,850,99755,84907
2016,9330287.12,2,287.12,2.6,0,933028712,Without children,5,,310,90880,77184
2016,9330287.12,2,287.12,2.6,0,933028712,With children,6,,535,105472,89771
2016,9330287.12,2,287.12,2.6,0,933028712,One lone-parent census family without other persons in the household,7,,145,43648,40064
2016,9330287.12,2,287.12,2.6,0,933028712,With a male lone parent,8,,20,96768,81152
2016,9330287.12,2,287.12,2.6,0,933028712,With a female lone parent,9,,125,39040,35264
2016,9330287.12,2,287.12,2.6,0,933028712,Other census family households,10,2,155,127488,110848
2016,9330287.12,2,287.12,2.6,0,933028712,Non-census-family households,11,,200,49664,43093
2016,9330287.13,2,287.13,2.6,0,933028713,Total - Household type including census family structure,1,1,2915,72533,63744
2016,9330287.13,2,287.13,2.6,0,933028713,Census family households,2,,2400,81056,70784
2016,9330287.13,2,287.13,2.6,0,933028713,One-census-family households without additional persons,3,,2070,75473,66231
2016,9330287.13,2,287.13,2.6,0,933028713,One couple census family without other persons in the household,4,,1725,84565,73728
2016,9330287.13,2,287.13,2.6,0,933028713,Without children,5,,520,77824,67072
2016,9330287.13,2,287.13,2.6,0,933028713,With children,6,,1205,86912,76800
2016,9330287.13,2,287.13,2.6,0,933028713,One lone-parent census family without other persons in the household,7,,345,40064,37088
2016,9330287.13,2,287.13,2.6,0,933028713,With a male lone parent,8,,50,48256,46464
2016,9330287.13,2,287.13,2.6,0,933028713,With a female lone parent,9,,295,37760,36224
2016,9330287.13,2,287.13,2.6,0,933028713,Other census family households,10,2,330,113152,100864
2016,9330287.13,2,287.13,2.6,0,933028713,Non-census-family households,11,,510,45013,39872
2016,9330287.14,2,287.14,3.1,0,933028714,Total - Household type including census family structure,1,1,1375,102997,88174
2016,9330287.14,2,287.14,3.1,0,933028714,Census family households,2,,1205,112469,95232
2016,9330287.14,2,287.14,3.1,0,933028714,One-census-family households without additional persons,3,,1025,107093,90016
2016,9330287.14,2,287.14,3.1,0,933028714,One couple census family without other persons in the household,4,,915,113101,95049
2016,9330287.14,2,287.14,3.1,0,933028714,Without children,5,,295,98475,83200
2016,9330287.14,2,287.14,3.1,0,933028714,With children,6,,625,122795,105557
2016,9330287.14,2,287.14,3.1,0,933028714,One lone-parent census family without other persons in the household,7,,105,43904,40192
2016,9330287.14,2,287.14,3.1,0,933028714,With a male lone parent,8,,20,77056,64384
2016,9330287.14,2,287.14,3.1,0,933028714,With a female lone parent,9,,80,40576,38464
2016,9330287.14,2,287.14,3.1,0,933028714,Other census family households,10,2,185,146176,129408
2016,9330287.14,2,287.14,3.1,0,933028714,Non-census-family households,11,,165,48832,40576
2016,9330287.15,2,287.15,3.5,0,933028715,Total - Household type including census family structure,1,1,1680,64320,56119
2016,9330287.15,2,287.15,3.5,0,933028715,Census family households,2,,1130,79808,70464
2016,9330287.15,2,287.15,3.5,0,933028715,One-census-family households without additional persons,3,,1025,74957,66560
2016,9330287.15,2,287.15,3.5,0,933028715,One couple census family without other persons in the household,4,,845,85248,74624
2016,9330287.15,2,287.15,3.5,0,933028715,Without children,5,,390,73664,65792
2016,9330287.15,2,287.15,3.5,0,933028715,With children,6,,460,95488,81408
2016,9330287.15,2,287.15,3.5,0,933028715,One lone-parent census family without other persons in the household,7,,180,46432,42880
2016,9330287.15,2,287.15,3.5,0,933028715,With a male lone parent,8,,35,61312,56384
2016,9330287.15,2,287.15,3.5,0,933028715,With a female lone parent,9,,145,43904,39808
2016,9330287.15,2,287.15,3.5,0,933028715,Other census family households,10,2,105,112896,103552
2016,9330287.15,2,287.15,3.5,0,933028715,Non-census-family households,11,,550,41626,36681
2016,9330287.16,2,287.16,4.2,0,933028716,Total - Household type including census family structure,1,1,2000,50816,45926
2016,9330287.16,2,287.16,4.2,0,933028716,Census family households,2,,1195,58176,53478
2016,9330287.16,2,287.16,4.2,0,933028716,One-census-family households without additional persons,3,,1145,57882,52928
2016,9330287.16,2,287.16,4.2,0,933028716,One couple census family without other persons in the household,4,,935,61120,55136
2016,9330287.16,2,287.16,4.2,0,933028716,Without children,5,,555,57685,53333
2016,9330287.16,2,287.16,4.2,0,933028716,With children,6,,375,64192,58720
2016,9330287.16,2,287.16,4.2,0,933028716,One lone-parent census family without other persons in the household,7,,215,49024,45909
2016,9330287.16,2,287.16,4.2,0,933028716,With a male lone parent,8,,35,56960,48640
2016,9330287.16,2,287.16,4.2,0,933028716,With a female lone parent,9,,175,46976,43008
2016,9330287.16,2,287.16,4.2,0,933028716,Other census family households,10,2,50,70656,64384
2016,9330287.16,2,287.16,4.2,0,933028716,Non-census-family households,11,,805,40544,35968
2016,9330290.02,2,290.02,9,0,933029002,Total - Household type including census family structure,1,1,4265,60907,52651
2016,9330290.02,2,290.02,9,0,933029002,Census family households,2,,2270,80627,70016
2016,9330290.02,2,290.02,9,0,933029002,One-census-family households without additional persons,3,,2125,79360,68915
2016,9330290.02,2,290.02,9,0,933029002,One couple census family without other persons in the household,4,,1665,87154,74825
2016,9330290.02,2,290.02,9,0,933029002,Without children,5,,905,84370,72448
2016,9330290.02,2,290.02,9,0,933029002,With children,6,,765,90573,78421
2016,9330290.02,2,290.02,9,0,933029002,One lone-parent census family without other persons in the household,7,,455,49920,44864
2016,9330290.02,2,290.02,9,0,933029002,With a male lone parent,8,,80,64640,55680
2016,9330290.02,2,290.02,9,0,933029002,With a female lone parent,9,,370,48320,43648
2016,9330290.02,2,290.02,9,0,933029002,Other census family households,10,2,145,101376,88576
2016,9330290.02,2,290.02,9,0,933029002,Non-census-family households,11,,1995,45013,39111
2016,9330290.04,2,290.04,2.3,0,933029004,Total - Household type including census family structure,1,1,2505,116992,98011
2016,9330290.04,2,290.04,2.3,0,933029004,Census family households,2,,2170,126549,106193
2016,9330290.04,2,290.04,2.3,0,933029004,One-census-family households without additional persons,3,,1925,122419,103040
2016,9330290.04,2,290.04,2.3,0,933029004,One couple census family without other persons in the household,4,,1725,129075,106829
2016,9330290.04,2,290.04,2.3,0,933029004,Without children,5,,700,105216,89515
2016,9330290.04,2,290.04,2.3,0,933029004,With children,6,,1030,145152,121088
2016,9330290.04,2,290.04,2.3,0,933029004,One lone-parent census family without other persons in the household,7,,195,80128,68096
2016,9330290.04,2,290.04,2.3,0,933029004,With a male lone parent,8,,40,75008,67328
2016,9330290.04,2,290.04,2.3,0,933029004,With a female lone parent,9,,155,81664,69120
2016,9330290.04,2,290.04,2.3,0,933029004,Other census family households,10,2,245,156672,135168
2016,9330290.04,2,290.04,2.3,0,933029004,Non-census-family households,11,,330,57280,49088
2016,9330290.05,2,290.05,3.3,0,933029005,Total - Household type including census family structure,1,1,1145,98048,84864
2016,9330290.05,2,290.05,3.3,0,933029005,Census family households,2,,965,113920,96085
2016,9330290.05,2,290.05,3.3,0,933029005,One-census-family households without additional persons,3,,825,108032,92262
2016,9330290.05,2,290.05,3.3,0,933029005,One couple census family without other persons in the household,4,,730,114336,96043
2016,9330290.05,2,290.05,3.3,0,933029005,Without children,5,,265,93013,80384
2016,9330290.05,2,290.05,3.3,0,933029005,With children,6,,465,126208,105856
2016,9330290.05,2,290.05,3.3,0,933029005,One lone-parent census family without other persons in the household,7,,95,76672,65472
2016,9330290.05,2,290.05,3.3,0,933029005,With a male lone parent,8,,25,85504,73728
2016,9330290.05,2,290.05,3.3,0,933029005,With a female lone parent,9,,70,73301,64384
2016,9330290.05,2,290.05,3.3,0,933029005,Other census family households,10,2,145,138240,116992
2016,9330290.05,2,290.05,3.3,0,933029005,Non-census-family households,11,,175,46336,39808
2016,9330290.07,2,290.07,3.1,0,933029007,Total - Household type including census family structure,1,1,2130,93099,80192
2016,9330290.07,2,290.07,3.1,0,933029007,Census family households,2,,1740,106240,90592
2016,9330290.07,2,290.07,3.1,0,933029007,One-census-family households without additional persons,3,,1510,101824,87136
2016,9330290.07,2,290.07,3.1,0,933029007,One couple census family without other persons in the household,4,,1285,110811,93184
2016,9330290.07,2,290.07,3.1,0,933029007,Without children,5,,440,92331,79488
2016,9330290.07,2,290.07,3.1,0,933029007,With children,6,,850,119936,100992
2016,9330290.07,2,290.07,3.1,0,933029007,One lone-parent census family without other persons in the household,7,,220,59200,52864
2016,9330290.07,2,290.07,3.1,0,933029007,With a male lone parent,8,,55,79872,66304
2016,9330290.07,2,290.07,3.1,0,933029007,With a female lone parent,9,,165,52864,48512
2016,9330290.07,2,290.07,3.1,0,933029007,Other census family households,10,2,235,137899,118272
2016,9330290.07,2,290.07,3.1,0,933029007,Non-census-family households,11,,385,43904,38784
2016,9330291.01,2,291.01,3.6,0,933029101,Total - Household type including census family structure,1,1,3090,66125,57529
2016,9330291.01,2,291.01,3.6,0,933029101,Census family households,2,,2020,85478,74389
2016,9330291.01,2,291.01,3.6,0,933029101,One-census-family households without additional persons,3,,1735,80640,70428
2016,9330291.01,2,291.01,3.6,0,933029101,One couple census family without other persons in the household,4,,1395,87680,76006
2016,9330291.01,2,291.01,3.6,0,933029101,Without children,5,,590,81225,70784
2016,9330291.01,2,291.01,3.6,0,933029101,With children,6,,800,94464,82432
2016,9330291.01,2,291.01,3.6,0,933029101,One lone-parent census family without other persons in the household,7,,345,51904,46464
2016,9330291.01,2,291.01,3.6,0,933029101,With a male lone parent,8,,65,53888,45696
2016,9330291.01,2,291.01,3.6,0,933029101,With a female lone parent,9,,275,51584,46592
2016,9330291.01,2,291.01,3.6,0,933029101,Other census family households,10,2,280,123520,106752
2016,9330291.01,2,291.01,3.6,0,933029101,Non-census-family households,11,,1065,39808,34816
2016,9330291.02,2,291.02,3.5,0,933029102,Total - Household type including census family structure,1,1,2955,82733,71680
2016,9330291.02,2,291.02,3.5,0,933029102,Census family households,2,,2280,95787,83029
2016,9330291.02,2,291.02,3.5,0,933029102,One-census-family households without additional persons,3,,1925,89929,77024
2016,9330291.02,2,291.02,3.5,0,933029102,One couple census family without other persons in the household,4,,1585,98048,84288
2016,9330291.02,2,291.02,3.5,0,933029102,Without children,5,,650,83046,71808
2016,9330291.02,2,291.02,3.5,0,933029102,With children,6,,940,108096,92985
2016,9330291.02,2,291.02,3.5,0,933029102,One lone-parent census family without other persons in the household,7,,340,54699,49613
2016,9330291.02,2,291.02,3.5,0,933029102,With a male lone parent,8,,85,77952,64064
2016,9330291.02,2,291.02,3.5,0,933029102,With a female lone parent,9,,255,50560,46272
2016,9330291.02,2,291.02,3.5,0,933029102,Other census family households,10,2,350,128256,111616
2016,9330291.02,2,291.02,3.5,0,933029102,Non-census-family households,11,,670,45269,39706
2016,9330292.01,2,292.01,2.3,0,933029201,Total - Household type including census family structure,1,1,1825,106338,90577
2016,9330292.01,2,292.01,2.3,0,933029201,Census family households,2,,1565,115712,97587
2016,9330292.01,2,292.01,2.3,0,933029201,One-census-family households without additional persons,3,,1360,112640,95232
2016,9330292.01,2,292.01,2.3,0,933029201,One couple census family without other persons in the household,4,,1210,119808,99968
2016,9330292.01,2,292.01,2.3,0,933029201,Without children,5,,475,99968,84565
2016,9330292.01,2,292.01,2.3,0,933029201,With children,6,,730,130304,109760
2016,9330292.01,2,292.01,2.3,0,933029201,One lone-parent census family without other persons in the household,7,,150,62848,55680
2016,9330292.01,2,292.01,2.3,0,933029201,With a male lone parent,8,,30,75776,64256
2016,9330292.01,2,292.01,2.3,0,933029201,With a female lone parent,9,,120,59904,53760
2016,9330292.01,2,292.01,2.3,0,933029201,Other census family households,10,2,205,133120,114688
2016,9330292.01,2,292.01,2.3,0,933029201,Non-census-family households,11,,260,47360,41984
2016,9330292.03,2,292.03,2.8,0,933029203,Total - Household type including census family structure,1,1,2070,99712,85888
2016,9330292.03,2,292.03,2.8,0,933029203,Census family households,2,,1800,110251,93147
2016,9330292.03,2,292.03,2.8,0,933029203,One-census-family households without additional persons,3,,1585,107488,92064
2016,9330292.03,2,292.03,2.8,0,933029203,One couple census family without other persons in the household,4,,1390,114106,96410
2016,9330292.03,2,292.03,2.8,0,933029203,Without children,5,,410,88986,76288
2016,9330292.03,2,292.03,2.8,0,933029203,With children,6,,980,123520,104564
2016,9330292.03,2,292.03,2.8,0,933029203,One lone-parent census family without other persons in the household,7,,195,60544,54144
2016,9330292.03,2,292.03,2.8,0,933029203,With a male lone parent,8,,30,93952,82176
2016,9330292.03,2,292.03,2.8,0,933029203,With a female lone parent,9,,165,52704,49792
2016,9330292.03,2,292.03,2.8,0,933029203,Other census family households,10,2,215,122624,108288
2016,9330292.03,2,292.03,2.8,0,933029203,Non-census-family households,11,,270,41472,35755
2016,9330292.04,2,292.04,2.6,0,933029204,Total - Household type including census family structure,1,1,1775,97229,83136
2016,9330292.04,2,292.04,2.6,0,933029204,Census family households,2,,1445,107349,91307
2016,9330292.04,2,292.04,2.6,0,933029204,One-census-family households without additional persons,3,,1295,104576,88448
2016,9330292.04,2,292.04,2.6,0,933029204,One couple census family without other persons in the household,4,,1145,108640,92518
2016,9330292.04,2,292.04,2.6,0,933029204,Without children,5,,480,97280,82176
2016,9330292.04,2,292.04,2.6,0,933029204,With children,6,,665,115456,98091
2016,9330292.04,2,292.04,2.6,0,933029204,One lone-parent census family without other persons in the household,7,,145,66176,59200
2016,9330292.04,2,292.04,2.6,0,933029204,With a male lone parent,8,,40,70016,62016
2016,9330292.04,2,292.04,2.6,0,933029204,With a female lone parent,9,,110,64128,56704
2016,9330292.04,2,292.04,2.6,0,933029204,Other census family households,10,2,150,133120,115200
2016,9330292.04,2,292.04,2.6,0,933029204,Non-census-family households,11,,335,55680,47317
2016,9330400.04,2,400.04,2.7,0,933040004,Total - Household type including census family structure,1,1,2260,110208,93133
2016,9330400.04,2,400.04,2.7,0,933040004,Census family households,2,,2000,118485,99435
2016,9330400.04,2,400.04,2.7,0,933040004,One-census-family households without additional persons,3,,1720,113536,95744
2016,9330400.04,2,400.04,2.7,0,933040004,One couple census family without other persons in the household,4,,1545,119245,99610
2016,9330400.04,2,400.04,2.7,0,933040004,Without children,5,,485,100352,86528
2016,9330400.04,2,400.04,2.7,0,933040004,With children,6,,1065,127915,106304
2016,9330400.04,2,400.04,2.7,0,933040004,One lone-parent census family without other persons in the household,7,,175,67712,60032
2016,9330400.04,2,400.04,2.7,0,933040004,With a male lone parent,8,,40,90368,71936
2016,9330400.04,2,400.04,2.7,0,933040004,With a female lone parent,9,,135,59904,54144
2016,9330400.04,2,400.04,2.7,0,933040004,Other census family households,10,2,275,148992,126720
2016,9330400.04,2,400.04,2.7,0,933040004,Non-census-family households,11,,265,42816,38272
2016,9330400.05,2,400.05,2.9,0,933040005,Total - Household type including census family structure,1,1,2425,100238,84992
2016,9330400.05,2,400.05,2.9,0,933040005,Census family households,2,,2060,109056,92100
2016,9330400.05,2,400.05,2.9,0,933040005,One-census-family households without additional persons,3,,1815,105216,88739
2016,9330400.05,2,400.05,2.9,0,933040005,One couple census family without other persons in the household,4,,1520,111770,94182
2016,9330400.05,2,400.05,2.9,0,933040005,Without children,5,,595,96896,82261
2016,9330400.05,2,400.05,2.9,0,933040005,With children,6,,925,120704,101077
2016,9330400.05,2,400.05,2.9,0,933040005,One lone-parent census family without other persons in the household,7,,295,63616,56576
2016,9330400.05,2,400.05,2.9,0,933040005,With a male lone parent,8,,65,87680,73472
2016,9330400.05,2,400.05,2.9,0,933040005,With a female lone parent,9,,230,58944,52864
2016,9330400.05,2,400.05,2.9,0,933040005,Other census family households,10,2,245,146944,123648
2016,9330400.05,2,400.05,2.9,0,933040005,Non-census-family households,11,,365,52416,44800
2016,9330400.06,2,400.06,3.3,0,933040006,Total - Household type including census family structure,1,1,1380,106880,90466
2016,9330400.06,2,400.06,3.3,0,933040006,Census family households,2,,1150,118144,100224
2016,9330400.06,2,400.06,3.3,0,933040006,One-census-family households without additional persons,3,,925,110029,92480
2016,9330400.06,2,400.06,3.3,0,933040006,One couple census family without other persons in the household,4,,820,115520,97843
2016,9330400.06,2,400.06,3.3,0,933040006,Without children,5,,230,94208,81664
2016,9330400.06,2,400.06,3.3,0,933040006,With children,6,,590,125901,105899
2016,9330400.06,2,400.06,3.3,0,933040006,One lone-parent census family without other persons in the household,7,,105,60160,53632
2016,9330400.06,2,400.06,3.3,0,933040006,With a male lone parent,8,,20,118016,91904
2016,9330400.06,2,400.06,3.3,0,933040006,With a female lone parent,9,,85,50432,46336
2016,9330400.06,2,400.06,3.3,0,933040006,Other census family households,10,2,225,146944,126635
2016,9330400.06,2,400.06,3.3,0,933040006,Non-census-family households,11,,230,46720,41408
2016,9330400.09,2,400.09,3.2,0,933040009,Total - Household type including census family structure,1,1,1725,102016,87735
2016,9330400.09,2,400.09,3.2,0,933040009,Census family households,2,,1440,111968,95616
2016,9330400.09,2,400.09,3.2,0,933040009,One-census-family households without additional persons,3,,1220,106094,90880
2016,9330400.09,2,400.09,3.2,0,933040009,One couple census family without other persons in the household,4,,1090,111648,94933
2016,9330400.09,2,400.09,3.2,0,933040009,Without children,5,,480,98176,83968
2016,9330400.09,2,400.09,3.2,0,933040009,With children,6,,615,127360,106752
2016,9330400.09,2,400.09,3.2,0,933040009,One lone-parent census family without other persons in the household,7,,125,62336,54272
2016,9330400.09,2,400.09,3.2,0,933040009,With a male lone parent,8,,40,86272,72448
2016,9330400.09,2,400.09,3.2,0,933040009,With a female lone parent,9,,85,54400,49920
2016,9330400.09,2,400.09,3.2,0,933040009,Other census family households,10,2,220,163840,138240
2016,9330400.09,2,400.09,3.2,0,933040009,Non-census-family households,11,,285,48256,41984
2016,9330401.01,2,401.01,8,100,933040101,Total - Household type including census family structure,1,1,1300,61824,54176
2016,9330401.01,2,401.01,8,100,933040101,Census family households,2,,755,89771,77760
2016,9330401.01,2,401.01,8,100,933040101,One-census-family households without additional persons,3,,660,86955,75072
2016,9330401.01,2,401.01,8,100,933040101,One couple census family without other persons in the household,4,,550,95488,80640
2016,9330401.01,2,401.01,8,100,933040101,Without children,5,,305,80128,70016
2016,9330401.01,2,401.01,8,100,933040101,With children,6,,240,110746,93504
2016,9330401.01,2,401.01,8,100,933040101,One lone-parent census family without other persons in the household,7,,110,53376,47296
2016,9330401.01,2,401.01,8,100,933040101,With a male lone parent,8,,25,56448,50560
2016,9330401.01,2,401.01,8,100,933040101,With a female lone parent,9,,85,52736,46848
2016,9330401.01,2,401.01,8,100,933040101,Other census family households,10,2,95,119040,105216
2016,9330401.01,2,401.01,8,100,933040101,Non-census-family households,11,,540,26773,25376
2016,9330401.02,2,401.02,5.4,0,933040102,Total - Household type including census family structure,1,1,3875,51085,45776
2016,9330401.02,2,401.02,5.4,0,933040102,Census family households,2,,2065,76730,67210
2016,9330401.02,2,401.02,5.4,0,933040102,One-census-family households without additional persons,3,,1890,74464,65050
2016,9330401.02,2,401.02,5.4,0,933040102,One couple census family without other persons in the household,4,,1515,80238,70144
2016,9330401.02,2,401.02,5.4,0,933040102,Without children,5,,915,71104,63328
2016,9330401.02,2,401.02,5.4,0,933040102,With children,6,,605,101568,86848
2016,9330401.02,2,401.02,5.4,0,933040102,One lone-parent census family without other persons in the household,7,,375,50731,44992
2016,9330401.02,2,401.02,5.4,0,933040102,With a male lone parent,8,,75,69376,58624
2016,9330401.02,2,401.02,5.4,0,933040102,With a female lone parent,9,,305,46208,43392
2016,9330401.02,2,401.02,5.4,0,933040102,Other census family households,10,2,180,124245,109056
2016,9330401.02,2,401.02,5.4,0,933040102,Non-census-family households,11,,1805,31667,28757
2016,9330402.02,2,402.02,5.8,0,933040202,Total - Household type including census family structure,1,1,1955,83552,71840
2016,9330402.02,2,402.02,5.8,0,933040202,Census family households,2,,1475,98926,85088
2016,9330402.02,2,402.02,5.8,0,933040202,One-census-family households without additional persons,3,,1305,96171,83072
2016,9330402.02,2,402.02,5.8,0,933040202,One couple census family without other persons in the household,4,,1085,103979,87488
2016,9330402.02,2,402.02,5.8,0,933040202,Without children,5,,495,81067,71424
2016,9330402.02,2,402.02,5.8,0,933040202,With children,6,,590,120917,102827
2016,9330402.02,2,402.02,5.8,0,933040202,One lone-parent census family without other persons in the household,7,,225,62592,54208
2016,9330402.02,2,402.02,5.8,0,933040202,With a male lone parent,8,,55,86784,75008
2016,9330402.02,2,402.02,5.8,0,933040202,With a female lone parent,9,,165,53120,47232
2016,9330402.02,2,402.02,5.8,0,933040202,Other census family households,10,2,165,119552,100736
2016,9330402.02,2,402.02,5.8,0,933040202,Non-census-family households,11,,485,45670,39424
2016,9330402.03,2,402.03,4.2,0,933040203,Total - Household type including census family structure,1,1,2285,50859,45611
2016,9330402.03,2,402.03,4.2,0,933040203,Census family households,2,,1220,77696,67812
2016,9330402.03,2,402.03,4.2,0,933040203,One-census-family households without additional persons,3,,1080,73370,64589
2016,9330402.03,2,402.03,4.2,0,933040203,One couple census family without other persons in the household,4,,865,82261,71552
2016,9330402.03,2,402.03,4.2,0,933040203,Without children,5,,510,67840,59712
2016,9330402.03,2,402.03,4.2,0,933040203,With children,6,,355,102741,88064
2016,9330402.03,2,402.03,4.2,0,933040203,One lone-parent census family without other persons in the household,7,,220,43392,40576
2016,9330402.03,2,402.03,4.2,0,933040203,With a male lone parent,8,,35,55424,49920
2016,9330402.03,2,402.03,4.2,0,933040203,With a female lone parent,9,,180,41280,39552
2016,9330402.03,2,402.03,4.2,0,933040203,Other census family households,10,2,140,109312,97536
2016,9330402.03,2,402.03,4.2,0,933040203,Non-census-family households,11,,1065,31872,29056
2016,9330402.04,2,402.04,3.1,0,933040204,Total - Household type including census family structure,1,1,1505,87904,75616
2016,9330402.04,2,402.04,3.1,0,933040204,Census family households,2,,1145,100506,85906
2016,9330402.04,2,402.04,3.1,0,933040204,One-census-family households without additional persons,3,,985,97472,82798
2016,9330402.04,2,402.04,3.1,0,933040204,One couple census family without other persons in the household,4,,870,101973,86464
2016,9330402.04,2,402.04,3.1,0,933040204,Without children,5,,380,84809,73984
2016,9330402.04,2,402.04,3.1,0,933040204,With children,6,,490,117504,98432
2016,9330402.04,2,402.04,3.1,0,933040204,One lone-parent census family without other persons in the household,7,,120,58176,53291
2016,9330402.04,2,402.04,3.1,0,933040204,With a male lone parent,8,,30,89600,73472
2016,9330402.04,2,402.04,3.1,0,933040204,With a female lone parent,9,,90,51328,46720
2016,9330402.04,2,402.04,3.1,0,933040204,Other census family households,10,2,160,130816,115456
2016,9330402.04,2,402.04,3.1,0,933040204,Non-census-family households,11,,360,44160,38144
2016,9330403.01,2,403.01,5.6,0,933040301,Total - Household type including census family structure,1,1,1970,85402,73318
2016,9330403.01,2,403.01,5.6,0,933040301,Census family households,2,,1475,99328,85312
2016,9330403.01,2,403.01,5.6,0,933040301,One-census-family households without additional persons,3,,1260,96293,82368
2016,9330403.01,2,403.01,5.6,0,933040301,One couple census family without other persons in the household,4,,1070,103936,87808
2016,9330403.01,2,403.01,5.6,0,933040301,Without children,5,,485,89792,77376
2016,9330403.01,2,403.01,5.6,0,933040301,With children,6,,585,113579,96832
2016,9330403.01,2,403.01,5.6,0,933040301,One lone-parent census family without other persons in the household,7,,190,60544,52864
2016,9330403.01,2,403.01,5.6,0,933040301,With a male lone parent,8,,40,69888,60288
2016,9330403.01,2,403.01,5.6,0,933040301,With a female lone parent,9,,150,56960,49600
2016,9330403.01,2,403.01,5.6,0,933040301,Other census family households,10,2,215,120576,105387
2016,9330403.01,2,403.01,5.6,0,933040301,Non-census-family households,11,,495,46592,40320
2016,9330403.04,2,403.04,3.1,0,933040304,Total - Household type including census family structure,1,1,1625,94976,80823
2016,9330403.04,2,403.04,3.1,0,933040304,Census family households,2,,1290,107435,91648
2016,9330403.04,2,403.04,3.1,0,933040304,One-census-family households without additional persons,3,,1140,105515,89754
2016,9330403.04,2,403.04,3.1,0,933040304,One couple census family without other persons in the household,4,,995,111155,94263
2016,9330403.04,2,403.04,3.1,0,933040304,Without children,5,,395,94891,79232
2016,9330403.04,2,403.04,3.1,0,933040304,With children,6,,600,121234,103040
2016,9330403.04,2,403.04,3.1,0,933040304,One lone-parent census family without other persons in the household,7,,140,62848,56320
2016,9330403.04,2,403.04,3.1,0,933040304,With a male lone parent,8,,35,78592,66176
2016,9330403.04,2,403.04,3.1,0,933040304,With a female lone parent,9,,110,58752,52864
2016,9330403.04,2,403.04,3.1,0,933040304,Other census family households,10,2,150,127744,112896
2016,9330403.04,2,403.04,3.1,0,933040304,Non-census-family households,11,,340,43392,37952
2016,9330403.05,2,403.05,2.9,0,933040305,Total - Household type including census family structure,1,1,1615,99541,84896
2016,9330403.05,2,403.05,2.9,0,933040305,Census family households,2,,1320,109952,93901
2016,9330403.05,2,403.05,2.9,0,933040305,One-census-family households without additional persons,3,,1130,105856,90496
2016,9330403.05,2,403.05,2.9,0,933040305,One couple census family without other persons in the household,4,,995,110677,94157
2016,9330403.05,2,403.05,2.9,0,933040305,Without children,5,,430,91819,78677
2016,9330403.05,2,403.05,2.9,0,933040305,With children,6,,570,128384,108069
2016,9330403.05,2,403.05,2.9,0,933040305,One lone-parent census family without other persons in the household,7,,135,65792,58304
2016,9330403.05,2,403.05,2.9,0,933040305,With a male lone parent,8,,35,88832,74624
2016,9330403.05,2,403.05,2.9,0,933040305,With a female lone parent,9,,100,59392,51584
2016,9330403.05,2,403.05,2.9,0,933040305,Other census family households,10,2,190,144896,126208
2016,9330403.05,2,403.05,2.9,0,933040305,Non-census-family households,11,,295,49312,42880
2016,9330403.06,2,403.06,9.7,100,933040306,Total - Household type including census family structure,1,1,65,35456,35200
2016,9330403.06,2,403.06,9.7,100,933040306,Census family households,2,,50,52096,49024
2016,9330403.06,2,403.06,9.7,100,933040306,One-census-family households without additional persons,3,,25,34944,34176
2016,9330403.06,2,403.06,9.7,100,933040306,One couple census family without other persons in the household,4,,15,0,0
2016,9330403.06,2,403.06,9.7,100,933040306,Without children,5,,5,0,0
2016,9330403.06,2,403.06,9.7,100,933040306,With children,6,,10,0,0
2016,9330403.06,2,403.06,9.7,100,933040306,One lone-parent census family without other persons in the household,7,,10,0,0
